job_id,title,company_id,location,employment_type,seniority_level,remote,description,skills_required,industry,views_count,applicants_count,status,posted_datetime,recruiter_id
5907bd68-3d0b-4bf9-b83a-3ae6de93229a,Principal Engineer,company-0440,Hybrid - San Francisco,INTERNSHIP,Associate,onsite,We are looking for a talented Security Engineer to join our growing team. You will work on challenging problems at scale.,Docker|Spring Boot|Java|Kubernetes,Education,3507,36,open,2026-03-29 18:45:20,recruiter-00354
986e96b0-c520-4aec-a12f-1470cba5c694,Product Designer,company-0166,Seattle, WA,CONTRACT,Internship,remote,We are looking for a talented Sales Engineer to join our growing team. You will work on challenging problems at scale.,TypeScript|React|Node.js|JavaScript,Education,1536,97,open,2026-02-11 19:45:20,recruiter-00024
81eb31e7-ccbc-4b28-8338-a880a113d6a2,Cloud Architect,company-0065,Los Angeles, CA,FULL_TIME,Director,hybrid,We are looking for a talented Product Designer to join our growing team. You will work on challenging problems at scale.,MySQL|Redis|Elasticsearch|MongoDB,Energy,4438,116,open,2026-02-22 19:45:20,recruiter-00772
c3cae056-3a31-414f-a431-dd7771e80ce3,Engineering Manager,company-0180,Atlanta, GA,INTERNSHIP,Director,hybrid,We are looking for a talented UI Designer to join our growing team. You will work on challenging problems at scale.,Rust|C++|Systems Programming,Consulting,1821,192,open,2026-02-16 19:45:20,recruiter-00092
26bd7e74-22d4-4d79-9364-df9bdf2321d2,Senior Software Engineer,company-0445,Nashville, TN,CONTRACT,Director,onsite,We are looking for a talented Principal Engineer to join our growing team. You will work on challenging problems at scale.,Docker|Spring Boot|Java,Consulting,1650,157,open,2026-04-03 18:45:20,recruiter-00629
b343b3df-c4f3-4b9f-b2ec-74e2de23e4d2,Staff Engineer,company-0074,Boston, MA,PART_TIME,Associate,onsite,We are looking for a talented Android Engineer to join our growing team. You will work on challenging problems at scale.,Postgres|MongoDB,Consulting,4354,83,open,2026-04-12 18:45:20,recruiter-00411
f12dc611-7a9e-4c3c-bef8-3e9926f409da,iOS Engineer,company-0209,Columbus, OH,CONTRACT,Mid-Senior,remote,We are looking for a talented Data Scientist to join our growing team. You will work on challenging problems at scale.,CSS|Vue|React,Healthcare,3524,253,open,2026-03-13 18:45:20,recruiter-00794
240eae22-937e-48c6-ad35-420630aef97a,Full Stack Engineer,company-0004,Minneapolis, MN,CONTRACT,Director,hybrid,We are looking for a talented Cloud Architect to join our growing team. You will work on challenging problems at scale.,PyTorch|ML|TensorFlow|Python,Consulting,3231,252,open,2026-02-23 19:45:20,recruiter-00137
4752ceef-7653-41cd-9709-45094893460f,Solutions Architect,company-0410,Hybrid - San Francisco,FULL_TIME,Internship,hybrid,We are looking for a talented DevOps Engineer to join our growing team. You will work on challenging problems at scale.,Scala|Hadoop,Media,4077,278,open,2026-04-08 18:45:20,recruiter-00637
9ed11cbc-ffd8-46c9-b38b-e40d505a3163,QA Engineer,company-0264,Hybrid - Seattle,FULL_TIME,Mid-Senior,onsite,We are looking for a talented Android Engineer to join our growing team. You will work on challenging problems at scale.,JavaScript|Node.js|React,Finance,1755,39,open,2026-04-15 18:45:20,recruiter-00147
9f58d69e-09d0-43bf-b16a-694baf29bc68,Sales Engineer,company-0358,Portland, OR,FULL_TIME,Director,hybrid,We are looking for a talented Software Engineer to join our growing team. You will work on challenging problems at scale.,CSS|HTML|React|Vue,Education,1806,118,open,2026-04-09 18:45:20,recruiter-00227
fe1b8bc1-e94e-4591-acc8-8261fc4672fb,Platform Engineer,company-0174,Hybrid - Seattle,INTERNSHIP,Director,remote,We are looking for a talented Product Designer to join our growing team. You will work on challenging problems at scale.,Postgres|MySQL|Elasticsearch,Manufacturing,2062,46,open,2026-02-17 19:45:20,recruiter-00254
7f492c65-3bce-4dd2-abfa-51ed1bca645a,Frontend Engineer,company-0479,Nashville, TN,CONTRACT,Entry,onsite,We are looking for a talented UI Designer to join our growing team. You will work on challenging problems at scale.,Spark|Hadoop|Scala,Transportation,2458,208,open,2026-02-24 19:45:20,recruiter-00316
a29b1912-6b0e-4a41-94c0-d085d58a04f9,Senior Software Engineer,company-0291,San Diego, CA,PART_TIME,Entry,onsite,We are looking for a talented UI Designer to join our growing team. You will work on challenging problems at scale.,JavaScript|Node.js|React,Consulting,4477,178,open,2026-04-12 18:45:20,recruiter-00218
62ae552d-4ce5-4ba6-9525-17be0960e2cf,UI Designer,company-0404,Hybrid - Austin,PART_TIME,Internship,hybrid,We are looking for a talented Infrastructure Engineer to join our growing team. You will work on challenging problems at scale.,Django|Python|PostgreSQL,Technology,3278,88,open,2026-02-05 19:45:20,recruiter-00994
e988f2e6-3a51-4c43-b432-a5c480a26fb9,Data Engineer,company-0335,Nashville, TN,CONTRACT,Associate,hybrid,We are looking for a talented Software Engineer to join our growing team. You will work on challenging problems at scale.,Django|Python|FastAPI|PostgreSQL,Consulting,1889,262,open,2026-03-24 18:45:20,recruiter-00724
d84c0b9b-36f4-4eed-80c1-da8aff6820ad,Data Scientist,company-0462,San Diego, CA,CONTRACT,Director,remote,We are looking for a talented Technical Lead to join our growing team. You will work on challenging problems at scale.,Systems Programming|C++|Rust,Healthcare,3629,22,open,2026-03-05 19:45:20,recruiter-00999
96fe789d-6e94-4063-a0fa-e57267a2c361,Data Analyst,company-0006,Chicago, IL,FULL_TIME,Mid-Senior,hybrid,We are looking for a talented Data Engineer to join our growing team. You will work on challenging problems at scale.,Rust|Systems Programming|C++,Retail,390,144,open,2026-03-12 18:45:20,recruiter-00236
8a8182a9-e819-4d55-8f01-ea4cd38e41fc,Backend Engineer,company-0015,Remote,CONTRACT,Internship,hybrid,We are looking for a talented Software Engineer to join our growing team. You will work on challenging problems at scale.,Go|gRPC|Kubernetes,Retail,3015,270,open,2026-04-17 18:45:20,recruiter-00942
e98bb232-5e30-4848-9fcd-2d30e1e73a00,Sales Engineer,company-0424,Chicago, IL,FULL_TIME,Mid-Senior,remote,We are looking for a talented Platform Engineer to join our growing team. You will work on challenging problems at scale.,PyTorch|Python|ML,Retail,528,164,open,2026-04-08 18:45:20,recruiter-00265
86445d0a-ea89-41e4-8767-eeffb96f02f6,Data Engineer,company-0432,Austin, TX,PART_TIME,Internship,remote,We are looking for a talented Product Designer to join our growing team. You will work on challenging problems at scale.,Postgres|MySQL,Retail,3791,286,open,2026-03-21 18:45:20,recruiter-00055
c85f216d-a819-49b0-ba10-0cd1d7454e3e,Security Engineer,company-0094,San Jose, CA,INTERNSHIP,Entry,onsite,We are looking for a talented Marketing Manager to join our growing team. You will work on challenging problems at scale.,Scala|Spark,Energy,1977,92,open,2026-02-12 19:45:20,recruiter-00289
4a588002-f24f-497b-90ec-feedbab2af2c,UI Designer,company-0243,Chicago, IL,PART_TIME,Entry,remote,We are looking for a talented Full Stack Engineer to join our growing team. You will work on challenging problems at scale.,HTML|React|Vue,Technology,1067,224,closed,2026-04-17 18:45:20,recruiter-00126
d67106d9-c954-4610-85b7-7b955069ae30,Data Analyst,company-0334,Dallas, TX,FULL_TIME,Internship,remote,We are looking for a talented Marketing Manager to join our growing team. You will work on challenging problems at scale.,AWS|GCP|Azure,Technology,1493,208,open,2026-03-22 18:45:20,recruiter-00620
951b8d00-a4a6-456a-9b02-82abf1bfdfe0,Principal Engineer,company-0224,Chicago, IL,PART_TIME,Director,remote,We are looking for a talented Data Engineer to join our growing team. You will work on challenging problems at scale.,AWS|gRPC,Media,1980,280,open,2026-03-14 18:45:20,recruiter-00084
108194fe-5625-4221-8a50-58caa04924ff,Principal Engineer,company-0392,Seattle, WA,INTERNSHIP,Associate,onsite,We are looking for a talented Site Reliability Engineer to join our growing team. You will work on challenging problems at scale.,React|Vue,Finance,2824,262,open,2026-03-05 19:45:20,recruiter-00326
1e609cbf-2145-4f47-a721-cd034fe69307,Staff Engineer,company-0414,Hybrid - Seattle,CONTRACT,Entry,onsite,We are looking for a talented Platform Engineer to join our growing team. You will work on challenging problems at scale.,Java|Spring Boot,Education,3430,135,open,2026-04-01 18:45:20,recruiter-00763
859feeef-d17e-4b0e-a997-692924da667f,Android Engineer,company-0453,Columbus, OH,FULL_TIME,Mid-Senior,remote,We are looking for a talented Data Engineer to join our growing team. You will work on challenging problems at scale.,Python|FastAPI,Consulting,3431,249,open,2026-04-21 18:45:20,recruiter-00643
92674100-404b-43a0-92e9-8da837e07d19,Security Engineer,company-0115,Nashville, TN,CONTRACT,Mid-Senior,onsite,We are looking for a talented Data Engineer to join our growing team. You will work on challenging problems at scale.,C++|Rust|Systems Programming,Energy,4907,7,open,2026-04-16 18:45:20,recruiter-00416
91f65587-e061-44db-8d2c-7cbd2e62cb07,Staff Engineer,company-0347,San Diego, CA,CONTRACT,Mid-Senior,hybrid,We are looking for a talented Data Scientist to join our growing team. You will work on challenging problems at scale.,Django|Python,Education,2898,259,open,2026-02-19 19:45:20,recruiter-00230
844a6bff-2de6-4d0d-9869-1354d0853e45,UX Designer,company-0149,Nashville, TN,FULL_TIME,Director,onsite,We are looking for a talented Solutions Architect to join our growing team. You will work on challenging problems at scale.,Kubernetes|AWS,Media,984,226,open,2026-03-15 18:45:20,recruiter-00605
d70a959a-6d7e-4c38-93f7-7121b9c682b7,Full Stack Engineer,company-0274,Portland, OR,PART_TIME,Internship,remote,We are looking for a talented ML Engineer to join our growing team. You will work on challenging problems at scale.,Rust|C++,Media,3040,270,open,2026-03-29 18:45:20,recruiter-00061
2b3446db-f855-4112-bcb5-31c52898fa10,Engineering Manager,company-0322,Hybrid - San Francisco,FULL_TIME,Entry,remote,We are looking for a talented Solutions Architect to join our growing team. You will work on challenging problems at scale.,CSS|React,Education,3175,290,open,2026-01-29 19:45:20,recruiter-00480
3ec65dc3-5b57-4f53-b1a7-33443818376a,Backend Engineer,company-0242,Hybrid - Seattle,PART_TIME,Entry,remote,We are looking for a talented Full Stack Engineer to join our growing team. You will work on challenging problems at scale.,AWS|Go|gRPC|Kubernetes,Consulting,2703,240,open,2026-02-26 19:45:20,recruiter-00376
737a780d-20ab-4a14-bbef-918dbb7406f9,Product Manager,company-0186,Phoenix, AZ,CONTRACT,Associate,onsite,We are looking for a talented Data Scientist to join our growing team. You will work on challenging problems at scale.,Redis|MongoDB,Consulting,3887,132,open,2026-01-28 19:45:20,recruiter-00453
03955e54-5025-4c63-b747-43e973b1ca89,Full Stack Engineer,company-0031,Boston, MA,FULL_TIME,Mid-Senior,hybrid,We are looking for a talented Business Analyst to join our growing team. You will work on challenging problems at scale.,Django|FastAPI|Python,Finance,369,241,open,2026-03-25 18:45:20,recruiter-00891
14f73ac1-cca8-400f-ae5b-7c129e6ed6ee,Product Designer,company-0400,San Francisco, CA,FULL_TIME,Director,onsite,We are looking for a talented Product Designer to join our growing team. You will work on challenging problems at scale.,Spark|Scala|Kafka|Hadoop,Media,3135,209,open,2026-04-25 18:45:20,recruiter-00137
10c46ca5-fbfb-415f-abf9-e1f63fd5b97d,Cloud Architect,company-0306,Denver, CO,PART_TIME,Associate,remote,We are looking for a talented Staff Engineer to join our growing team. You will work on challenging problems at scale.,Postgres|MongoDB|Elasticsearch,Healthcare,422,113,open,2026-03-25 18:45:20,recruiter-00430
60e21c17-e87d-4a6d-a2b3-47edc7c6a9da,Android Engineer,company-0058,Atlanta, GA,INTERNSHIP,Associate,onsite,We are looking for a talented Backend Engineer to join our growing team. You will work on challenging problems at scale.,Spring Boot|Docker|Kubernetes,Transportation,3921,86,open,2026-03-13 18:45:20,recruiter-00396
861949b3-202a-4260-ae64-9cde236f3eb1,Principal Engineer,company-0096,San Jose, CA,INTERNSHIP,Director,remote,We are looking for a talented Solutions Architect to join our growing team. You will work on challenging problems at scale.,Vue|React|CSS,Retail,157,235,open,2026-03-26 18:45:20,recruiter-00178
98e19adb-7df5-452d-970f-aebda9e84ff8,iOS Engineer,company-0419,Nashville, TN,INTERNSHIP,Internship,hybrid,We are looking for a talented Security Engineer to join our growing team. You will work on challenging problems at scale.,Kubernetes|gRPC|AWS,Education,96,159,open,2026-04-08 18:45:20,recruiter-00678
5be409df-2ff6-440d-bdec-ee4607c2666d,UI Designer,company-0392,Dallas, TX,PART_TIME,Director,hybrid,We are looking for a talented iOS Engineer to join our growing team. You will work on challenging problems at scale.,JavaScript|TypeScript|React,Energy,3945,257,open,2026-04-18 18:45:20,recruiter-00073
8fa55bb4-054b-41d2-bc49-06f844249da1,UI Designer,company-0199,San Jose, CA,PART_TIME,Director,onsite,We are looking for a talented Product Designer to join our growing team. You will work on challenging problems at scale.,ML|PyTorch,Media,4137,13,open,2026-04-07 18:45:20,recruiter-00518
4046a33d-c796-41cd-ad30-6305130adc15,Senior Software Engineer,company-0193,Hybrid - San Francisco,INTERNSHIP,Mid-Senior,hybrid,We are looking for a talented UI Designer to join our growing team. You will work on challenging problems at scale.,Docker|Spring Boot|Kubernetes|Java,Education,2197,220,open,2026-03-21 18:45:20,recruiter-00560
8599a0f2-a825-4826-8667-a6371229de99,Product Designer,company-0072,Minneapolis, MN,INTERNSHIP,Entry,hybrid,We are looking for a talented Android Engineer to join our growing team. You will work on challenging problems at scale.,Postgres|Redis|MongoDB|Elasticsearch,Manufacturing,4024,74,open,2026-03-29 18:45:20,recruiter-00087
81b472c7-ac19-4e10-8622-51e12e717640,Solutions Architect,company-0273,Portland, OR,CONTRACT,Entry,hybrid,We are looking for a talented Staff Engineer to join our growing team. You will work on challenging problems at scale.,Hadoop|Spark|Scala|Kafka,Energy,3111,34,open,2026-03-28 18:45:20,recruiter-00193
94d0b40f-f907-4b0d-9eec-d522c8a7bcad,Android Engineer,company-0042,Seattle, WA,PART_TIME,Internship,remote,We are looking for a talented Security Engineer to join our growing team. You will work on challenging problems at scale.,Django|FastAPI|PostgreSQL|Python,Manufacturing,3818,235,open,2026-04-27 18:45:20,recruiter-00272
8484ca21-9175-40ec-804c-e72ff3271339,Frontend Engineer,company-0150,Phoenix, AZ,CONTRACT,Mid-Senior,onsite,We are looking for a talented Backend Engineer to join our growing team. You will work on challenging problems at scale.,Kafka|Spark|Scala,Energy,2211,191,open,2026-02-16 19:45:20,recruiter-00515
a22fa129-0856-4932-8f3a-8a24f8bf97e9,iOS Engineer,company-0303,Phoenix, AZ,PART_TIME,Internship,remote,We are looking for a talented Marketing Manager to join our growing team. You will work on challenging problems at scale.,Spark|Hadoop|Kafka,Education,2696,299,open,2026-03-26 18:45:20,recruiter-00627
68feed87-fff2-4e58-b5de-7d2843304abd,Security Engineer,company-0076,Phoenix, AZ,FULL_TIME,Internship,hybrid,We are looking for a talented DevOps Engineer to join our growing team. You will work on challenging problems at scale.,Rust|C++|Systems Programming,Healthcare,1217,159,open,2026-03-17 18:45:20,recruiter-00410
b03614aa-6474-4abe-ada7-9368ae2aea48,DevOps Engineer,company-0017,San Jose, CA,INTERNSHIP,Entry,remote,We are looking for a talented Full Stack Engineer to join our growing team. You will work on challenging problems at scale.,TensorFlow|PyTorch|Python,Consulting,1610,26,open,2026-03-16 18:45:20,recruiter-00401
d86b333d-a239-4a8b-ac73-887ee0cd769f,Site Reliability Engineer,company-0185,San Jose, CA,CONTRACT,Internship,onsite,We are looking for a talented Sales Engineer to join our growing team. You will work on challenging problems at scale.,Django|Python|FastAPI,Education,4047,62,open,2026-01-29 19:45:20,recruiter-00792
